UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,id,Machine failure.1,rule_tachycardia,rule_tachypnea,rule_temp,rule_wbc,clinical_flag,meets_clinical_rule
749,H30162,H,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,137177.0,0.046845397,False,False,False,False,0,False
750,L47929,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,137178.0,0.006871312,False,False,False,False,0,False
751,L47930,L,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,137179.0,0.006222884,False,False,False,False,0,False
752,M15611,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,137180.0,0.005389094,False,False,False,False,0,False
753,L47932,L,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,137181.0,0.00437641,False,False,False,False,0,False
754,L47933,L,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,137182.0,0.010883307,False,False,False,False,0,False
755,M15614,M,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,137183.0,0.004374462,False,False,False,False,0,False
756,H30169,H,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,137184.0,0.020092971,False,False,False,False,0,False
757,L47936,L,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,137185.0,0.010655056,False,False,False,False,0,False
758,L47937,L,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,137186.0,0.004337096,False,False,False,False,0,False
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,137187.0,0.004765686,False,False,False,False,0,False
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,137188.0,0.015273389,False,False,False,False,0,False
761,L47940,L,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,137189.0,0.014151555,False,False,False,False,0,False
762,L47941,L,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,137190.0,0.008034468,False,False,False,False,0,False
763,M15622,M,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,137191.0,0.005233717,False,False,False,False,0,False
764,L47943,L,296.7,307.8,1400,47.5,3,0,0,0,0,0,0,137192.0,0.07693766,False,False,False,False,0,False
765,L47944,L,296.8,307.9,1337,56.5,5,0,0,0,0,0,0,137193.0,0.00585797,False,False,False,False,0,False
766,L47945,L,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,137194.0,0.023886823,False,False,False,False,0,False
767,L47946,L,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,137195.0,0.043132068,False,False,False,False,0,False
768,L47947,L,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,137196.0,0.037471454,False,False,False,False,0,False
769,L47948,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,137197.0,0.004147622,False,False,False,False,0,False
770,L47949,L,296.9,308.0,1343,44.5,15,0,0,0,0,0,0,137198.0,0.011246612,False,False,False,False,0,False
771,L47950,L,296.8,308.0,1391,54.4,17,0,0,0,0,0,0,137199.0,0.00602213,False,False,False,False,0,False
772,H30185,H,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,137200.0,0.004830565,False,False,False,False,0,False
773,H30186,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,137201.0,0.010731786,False,False,False,False,0,False
774,L47953,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,0,137202.0,0.009036272,False,False,False,False,0,False
775,L47954,L,296.8,307.9,1448,48.8,31,0,0,0,0,0,0,137203.0,0.005462128,False,False,False,False,0,False
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,137204.0,0.005504712,False,False,False,False,0,False
777,L47956,L,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,137205.0,0.004456429,False,False,False,False,0,False
778,L47957,L,296.7,307.8,1382,47.5,37,0,0,0,0,0,0,137206.0,0.014974112,False,False,False,False,0,False
779,L47958,L,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,137207.0,0.017327385,False,False,False,False,0,False
780,L47959,L,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,137208.0,0.046314349,False,False,False,False,0,False
781,M15640,M,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,137209.0,0.005010733,False,False,False,False,0,False
782,L47961,L,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,137210.0,0.004920707,False,False,False,False,0,False
783,L47962,L,296.8,307.9,1698,30.8,48,0,0,0,0,0,0,137211.0,0.134825676,False,False,False,False,0,False
784,H30197,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,137212.0,0.29071781,False,False,False,False,0,False
785,L47964,L,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,137213.0,0.006977902,False,False,False,False,0,False
786,M15645,M,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,137214.0,0.006535526,False,False,False,False,0,False
787,L47966,L,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,137215.0,0.027678639,False,False,False,False,0,False
788,L47967,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,137216.0,0.007345868,False,False,False,False,0,False
789,M15648,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,137217.0,0.007050341,False,False,False,False,0,False
790,M15649,M,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,137218.0,0.018830076,False,False,False,False,0,False
791,L47970,L,296.8,307.9,1420,45.4,70,0,0,0,0,0,0,137219.0,0.005095328,False,False,False,False,0,False
792,L47971,L,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,137220.0,0.005642297,False,False,False,False,0,False
793,L47972,L,296.8,307.8,1373,42.9,74,0,0,0,0,0,0,137221.0,0.007031755,False,False,False,False,0,False
794,M15653,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,137222.0,0.006828573,False,False,False,False,0,False
795,H30208,H,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,137223.0,0.006207221,False,False,False,False,0,False
796,L47975,L,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,137224.0,0.004771035,False,False,False,False,0,False
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,137225.0,0.005556212,False,False,False,False,0,False
798,L47977,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,0,137226.0,0.003842276,False,False,False,False,0,False
799,M15658,M,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,137227.0,0.011247944,False,False,False,False,0,False
800,M15659,M,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,137228.0,0.032063546,False,False,False,False,0,False
801,M15660,M,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,137229.0,0.007484704,False,False,False,False,0,False
802,L47981,L,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,137230.0,0.004068291,False,False,False,False,0,False
803,L47982,L,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,137231.0,0.005513389,False,False,False,False,0,False
804,H30217,H,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,137232.0,0.00563845,False,False,False,False,0,False
805,M15664,M,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,137233.0,0.009092203,False,False,False,False,0,False
806,M15665,M,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,137234.0,0.009790295,False,False,False,False,0,False
807,M15666,M,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,137235.0,0.004150681,False,False,False,False,0,False
808,L47987,L,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,137236.0,0.007009708,False,False,False,False,0,False
809,L47988,L,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,137237.0,0.004075046,False,False,False,False,0,False
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,137238.0,0.005615162,False,False,False,False,0,False
811,L47990,L,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,137239.0,0.014431765,False,False,False,False,0,False
812,L47991,L,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,137240.0,0.005624564,False,False,False,False,0,False
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,137241.0,0.06134124,False,False,False,False,0,False
814,L47993,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,137242.0,0.011014192,False,False,False,False,0,False
815,M15674,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,137243.0,0.017365793,False,False,False,False,0,False
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,137244.0,0.03060484,False,False,False,False,0,False
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,137245.0,0.017130179,False,False,False,False,0,False
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,137246.0,0.016948976,False,False,False,False,0,False
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,137247.0,0.004138717,False,False,False,False,0,False
820,L47999,L,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,137248.0,0.004721647,False,False,False,False,0,False
821,L48000,L,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,137249.0,0.046649093,False,False,False,False,0,False
822,L48001,L,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,137250.0,0.004779593,False,False,False,False,0,False
823,M15682,M,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,137251.0,0.006151929,False,False,False,False,0,False
824,M15683,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,137252.0,0.007571265,False,False,False,False,0,False
825,L48004,L,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,137253.0,0.004295352,False,False,False,False,0,False
826,L48005,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,137254.0,0.005644403,False,False,False,False,0,False
827,L48006,L,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,137255.0,0.013238373,False,False,False,False,0,False
828,L48007,L,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,137256.0,0.061400606,False,False,False,False,0,False
829,L48008,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,137257.0,0.006915517,False,False,False,False,0,False
830,L48009,L,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,137258.0,0.00361637,False,False,False,False,0,False
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,137259.0,0.005640332,False,False,False,False,0,False
832,M15691,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,137260.0,0.009641586,False,False,False,False,0,False
833,L48012,L,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,137261.0,0.005335401,False,False,False,False,0,False
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,137262.0,0.010504838,False,False,False,False,0,False
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,137263.0,0.008543097,False,False,False,False,0,False
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,137264.0,0.073086626,False,False,False,False,0,False
837,L48016,L,296.6,307.4,1368,45.1,185,0,0,0,0,0,0,137265.0,0.007014303,False,False,False,False,0,False
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,137266.0,0.005007191,False,False,False,False,0,False
839,H30252,H,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,137267.0,0.026786475,False,False,False,False,0,False
840,M15699,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,137268.0,0.006787266,False,False,False,False,0,False
841,L48020,L,296.6,307.5,1582,37.9,197,0,0,0,0,0,0,137269.0,0.006128333,False,False,False,False,0,False
842,L48021,L,296.6,307.5,1439,45.5,199,0,0,0,0,0,0,137270.0,0.004534484,False,False,False,False,0,False
843,M15702,M,296.6,307.5,1566,35.0,201,0,0,0,0,0,0,137271.0,0.008106833,False,False,False,False,0,False
844,L48023,L,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,137272.0,0.127158138,False,False,False,False,0,False
845,L48024,L,296.5,307.5,1566,35.1,206,0,0,0,0,0,0,137273.0,0.004913677,False,False,False,False,0,False
846,L48025,L,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,137274.0,0.004287999,False,False,False,False,0,False
847,M15706,M,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,137275.0,0.006156157,False,False,False,False,0,False
848,L48027,L,296.4,307.4,2833,5.6,213,1,0,0,1,0,0,137276.0,0.005709822,False,False,False,False,0,False
849,L48028,L,296.3,307.4,1465,47.1,215,0,0,0,0,0,0,137277.0,0.043903735,False,False,False,False,0,False
850,H30263,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,137278.0,0.004334063,False,False,False,False,0,False
851,L48030,L,296.3,307.3,1567,31.4,5,0,0,0,0,0,0,137279.0,0.061880736,False,False,False,False,0,False
852,M15711,M,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,137280.0,0.005791266,False,False,False,False,0,False
853,M15712,M,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,137281.0,0.007958329,False,False,False,False,0,False
854,L48033,L,296.3,307.3,1444,49.0,13,0,0,0,0,0,0,137282.0,0.008723234,False,False,False,False,0,False
855,M15714,M,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,137283.0,0.005717916,False,False,False,False,0,False
856,L48035,L,296.1,307.2,1615,30.8,18,0,0,0,0,0,0,137284.0,0.003861304,False,False,False,False,0,False
857,L48036,L,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,137285.0,0.004796964,False,False,False,False,0,False
858,M15717,M,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,137286.0,0.009986246,False,False,False,False,0,False
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,137287.0,0.019933157,False,False,False,False,0,False
860,H30273,H,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,137288.0,0.02633667,False,False,False,False,0,False
861,H30274,H,296.1,306.9,1541,32.6,33,0,0,0,0,0,0,137289.0,0.008338408,False,False,False,False,0,False
862,M15721,M,296.1,306.9,1951,23.3,38,0,0,0,0,0,0,137290.0,0.004624224,False,False,False,False,0,False
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,137291.0,0.008226577,False,False,False,False,0,False
864,L48043,L,296.0,306.7,1416,44.2,46,0,0,0,0,0,0,137292.0,0.005453075,False,False,False,False,0,False
865,M15724,M,296.0,306.7,2044,22.3,48,0,0,0,0,0,0,137293.0,0.003969062,False,False,False,False,0,False
866,L48045,L,295.9,306.6,1414,50.2,51,0,0,0,0,0,0,137294.0,0.005528611,False,False,False,False,0,False
867,L48046,L,295.9,306.6,1678,26.7,53,0,0,0,0,0,0,137295.0,0.003995139,False,False,False,False,0,False
868,H30281,H,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,137296.0,0.005538435,False,False,False,False,0,False
869,M15728,M,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,137297.0,0.011382826,False,False,False,False,0,False
870,L48049,L,295.8,306.5,1358,49.2,63,0,0,0,0,0,0,137298.0,0.005634019,False,False,False,False,0,False
871,L48050,L,295.8,306.4,1325,56.2,65,0,0,0,0,0,0,137299.0,0.006907998,False,False,False,False,0,False
872,L48051,L,295.8,306.4,1339,53.2,67,0,0,0,0,0,0,137300.0,0.013416251,False,False,False,False,0,False
873,M15732,M,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,137301.0,0.08136062,False,False,False,False,0,False
874,L48053,L,295.9,306.4,1892,21.7,72,0,0,0,0,0,0,137302.0,0.006833226,False,False,False,False,0,False
875,L48054,L,295.9,306.4,1575,28.5,74,0,0,0,0,0,0,137303.0,0.008463843,False,False,False,False,0,False
876,M15735,M,295.8,306.3,1444,45.5,76,0,0,0,0,0,0,137304.0,0.027185552,False,False,False,False,0,False
877,L48056,L,295.7,306.3,1915,22.4,79,0,0,0,0,0,0,137305.0,0.016114905,False,False,False,False,0,False
878,M15737,M,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,137306.0,0.03705093,False,False,False,False,0,False
879,M15738,M,295.7,306.3,1685,34.9,84,0,0,0,0,0,0,137307.0,0.033462088,False,False,False,False,0,False
880,L48059,L,295.8,306.3,1337,54.6,87,0,0,0,0,0,0,137308.0,0.156374874,False,False,False,False,0,False
881,M15740,M,295.8,306.3,1235,76.2,89,1,0,0,1,0,0,137309.0,0.007587646,False,False,False,False,0,False
882,L48061,L,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,137310.0,0.00493362,False,False,False,False,0,False
883,M15742,M,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,137311.0,0.032633713,False,False,False,False,0,False
884,L48063,L,295.7,306.3,1490,34.3,97,0,0,0,0,0,0,137312.0,0.077687293,False,False,False,False,0,False
885,L48064,L,295.8,306.4,1356,48.0,99,0,0,0,0,0,0,137313.0,0.009958882,False,False,False,False,0,False
886,L48065,L,295.7,306.2,1397,52.0,101,0,0,0,0,0,0,137314.0,0.005415989,False,False,False,False,0,False
887,L48066,L,295.7,306.2,1458,40.6,103,0,0,0,0,0,0,137315.0,0.007270133,False,False,False,False,0,False
888,H30301,H,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,137316.0,0.015046289,False,False,False,False,0,False
889,M15748,M,295.6,306.1,1651,28.1,110,0,0,0,0,0,0,137317.0,0.005805885,False,False,False,False,0,False
890,L48069,L,295.6,306.1,1389,46.2,113,0,0,0,0,0,0,137318.0,0.004092536,False,False,False,False,0,False
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,137319.0,0.013119785,False,False,False,False,0,False
892,L48071,L,295.7,306.1,1408,47.9,117,0,0,0,0,0,0,137320.0,0.006710549,False,False,False,False,0,False
893,L48072,L,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,137321.0,0.003306153,False,False,False,False,0,False
894,M15753,M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,137322.0,0.005020522,False,False,False,False,0,False
895,L48074,L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,137323.0,0.012567974,False,False,False,False,0,False
896,M15755,M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,137324.0,0.027059183,False,False,False,False,0,False
897,L48076,L,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,137325.0,0.068679544,False,False,False,False,0,False
898,L48077,L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,137326.0,0.00523182,False,False,False,False,0,False
899,L48078,L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,137327.0,0.012372646,False,False,False,False,0,False
900,H30313,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,137328.0,0.006398402,False,False,False,False,0,False
901,L48080,L,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,137329.0,0.008262907,False,False,False,False,0,False
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,137330.0,0.013779639,False,False,False,False,0,False
903,L48082,L,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,137331.0,0.019725655,False,False,False,False,0,False
904,L48083,L,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,137332.0,0.025267128,False,False,False,False,0,False
905,H30318,H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,137333.0,0.023079414,False,False,False,False,0,False
906,L48085,L,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,137334.0,0.004654522,False,False,False,False,0,False
907,M15766,M,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,137335.0,0.005484965,False,False,False,False,0,False
908,M15767,M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,137336.0,0.043105856,False,False,False,False,0,False
909,M15768,M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,137337.0,0.004999155,False,False,False,False,0,False
910,L48089,L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,137338.0,0.009211886,False,False,False,False,0,False
911,L48090,L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,137339.0,0.005886824,False,False,False,False,0,False
912,M15771,M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,137340.0,0.004946944,False,False,False,False,0,False
913,L48092,L,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,137341.0,0.009086388,False,False,False,False,0,False
914,L48093,L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,137342.0,0.004411275,False,False,False,False,0,False
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,137343.0,0.005476497,False,False,False,False,0,False
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,137344.0,0.030110463,False,False,False,False,0,False
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,137345.0,0.006121012,False,False,False,False,0,False
918,L48097,L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,137346.0,0.006087207,False,False,False,False,0,False
919,M15778,M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,137347.0,0.014257149,False,False,False,False,0,False
920,L48099,L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,137348.0,0.004380227,False,False,False,False,0,False
921,M15780,M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,137349.0,0.00857367,False,False,False,False,0,False
922,H30335,H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,137350.0,0.004037648,False,False,False,False,0,False
923,M15782,M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,137351.0,0.010199311,False,False,False,False,0,False
924,M15783,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,137352.0,0.003838494,False,False,False,False,0,False
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,137353.0,0.022117595,False,False,False,False,0,False
926,H30339,H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,137354.0,0.004815844,False,False,False,False,0,False
927,L48106,L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,137355.0,0.003649659,False,False,False,False,0,False
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,137356.0,0.005235647,False,False,False,False,0,False
929,L48108,L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,137357.0,0.003830562,False,False,False,False,0,False
930,L48109,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,137358.0,0.011581915,False,False,False,False,0,False
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,137359.0,0.004382213,False,False,False,False,0,False
932,L48111,L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,137360.0,0.005005512,False,False,False,False,0,False
933,L48112,L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,137361.0,0.005018205,False,False,False,False,0,False
934,L48113,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,137362.0,0.006046015,False,False,False,False,0,False
935,M15794,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,137363.0,0.004431644,False,False,False,False,0,False
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,137364.0,0.03878131,False,False,False,False,0,False
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,137365.0,0.004836456,False,False,False,False,0,False
938,L48117,L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,137366.0,0.007350022,False,False,False,False,0,False
939,L48118,L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,137367.0,0.143221059,False,False,False,False,0,False
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,137368.0,0.532677729,False,False,False,False,0,False
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,137369.0,0.004470409,False,False,False,False,0,False
942,L48121,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,137370.0,0.006099109,False,False,False,False,0,False
943,M15802,M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,137371.0,0.009248236,False,False,False,False,0,False
944,M15803,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,137372.0,0.004916584,False,False,False,False,0,False
945,M15804,M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,137373.0,0.005765253,False,False,False,False,0,False
946,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,137374.0,0.005222249,False,False,False,False,0,False
947,L48126,L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,137375.0,0.038219434,False,False,False,False,0,False
948,L48127,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,137376.0,0.034420362,False,False,False,False,0,False
949,M15808,M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,137377.0,0.005215812,False,False,False,False,0,False
950,L48129,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,137378.0,0.003952419,False,False,False,False,0,False
951,L48130,L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,137379.0,0.452138551,False,False,False,False,0,False
952,H30365,H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,137380.0,0.048687596,False,False,False,False,0,False
953,L48132,L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,137381.0,0.004026227,False,False,False,False,0,False
